name,ALIGN,EYE,HAIR,SEX,Publisher
Mikaal Tomas (New Earth),Good Characters,Blue Eyes,Purple Hair,Male Characters,DC
Peter Ross (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,DC
Matthew Tyler (New Earth),Good Characters,White Eyes,,Male Characters,DC
Suzanne King-Jones (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,DC
Rosabelle Mendez (New Earth),Good Characters,Red Eyes,,,DC
Sardath (New Earth),Good Characters,Blue Eyes,,Male Characters,DC
Herakles (New Earth),,Brown Eyes,Brown Hair,Male Characters,DC
Harold Thompson (New Earth),,Blue Eyes,Blond Hair,Male Characters,DC
Shayera Thal (New Earth),Good Characters,Blue Eyes,Red Hair,Female Characters,DC
Mallah (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,DC
Congorilla (New Earth),Good Characters,Blue Eyes,Gold Hair,Male Characters,DC
Thomas Elliot (New Earth),Bad Characters,Blue Eyes,Red Hair,Male Characters,DC
Greta Hayes (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,DC
Parallax (New Earth),Bad Characters,,,,DC
Julia Deneiros (New Earth),Good Characters,Blue Eyes,Grey Hair,Female Characters,DC
Etta Candy (New Earth),Good Characters,Green Eyes,Brown Hair,Female Characters,DC
Jonathan Law (New Earth),,Blue Eyes,Blond Hair,Male Characters,DC
Thomas Bronson (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Norda Cantrell (New Earth),,White Eyes,Brown Hair,Male Characters,DC
Karen Beecher (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,DC
Ellen Frazier (New Earth),Good Characters,Green Eyes,Red Hair,Female Characters,DC
Simon Stagg (New Earth),Bad Characters,Blue Eyes,White Hair,Male Characters,DC
"Rex, the Wonder Dog (New Earth)",Good Characters,Blue Eyes,White Hair,Male Characters,DC
Isamot Kol (New Earth),Good Characters,Yellow Eyes,,Male Characters,DC
Thomas Monaghan (New Earth),Good Characters,Black Eyes,Black Hair,Male Characters,DC
Tomar-Tu (New Earth),Good Characters,White Eyes,,Male Characters,DC
Kalibak (New Earth),Bad Characters,Red Eyes,Black Hair,Male Characters,DC
Drury Walker (New Earth),Bad Characters,Red Eyes,Brown Hair,Male Characters,DC
Terrence Thirteen (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,DC
Hannibal Hawkes (New Earth),Good Characters,Black Eyes,Black Hair,Male Characters,DC
Circe (New Earth),Bad Characters,Red Eyes,Purple Hair,Female Characters,DC
Baran Flinders (New Earth),Bad Characters,Blue Eyes,Red Hair,Male Characters,DC
Mark Shaw (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,DC
Neal Emerson (New Earth),Bad Characters,Blue Eyes,Black Hair,Male Characters,DC
Cameron Chase (New Earth),Good Characters,Green Eyes,Blond Hair,Female Characters,DC
John Corben (New Earth),Bad Characters,Photocellular Eyes,Brown Hair,Male Characters,DC
Vanessa Kapatelis (New Earth),Good Characters,Blue Eyes,Brown Hair,Female Characters,DC
Lian Harper (New Earth),Good Characters,Green Eyes,Black Hair,Female Characters,DC
Malcolm Duncan (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,DC
Samuel Scudder (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,DC
Sasha Bordeaux (New Earth),Good Characters,Blue Eyes,Black Hair,Female Characters,DC
L-Ron (New Earth),Good Characters,Photocellular Eyes,,Male Characters,DC
Rudolph Jones (New Earth),Bad Characters,,,Male Characters,DC
Valentina Vostok (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,DC
Paul Booker (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,DC
Abigail Hunkel (New Earth),Good Characters,Black Eyes,Brown Hair,Female Characters,DC
Cyril Saunders (New Earth),Good Characters,Hazel Eyes,White Hair,Male Characters,DC
Jakeem Williams (New Earth),,Brown Eyes,,Male Characters,DC
Owen Mercer (New Earth),Reformed Criminals,Blue Eyes,Red Hair,Male Characters,DC
Christopher Smith (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Roger Hayden (New Earth),Bad Characters,Blue Eyes,Red Hair,Male Characters,DC
Hector Hammond (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,DC
Lorena Marquez (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,DC
Boodikka (New Earth),Good Characters,Green Eyes,Black Hair,Female Characters,DC
Samuel Lane (New Earth),Bad Characters,Blue Eyes,Grey Hair,Male Characters,DC
"Thaddeus Sivana, Sr. (New Earth)",Bad Characters,Black Eyes,,Male Characters,DC
Joshua Clay (New Earth),,Brown Eyes,Black Hair,Male Characters,DC
Lashina (New Earth),Bad Characters,Blue Eyes,Black Hair,Female Characters,DC
Brain (New Earth),Bad Characters,,,Male Characters,DC
Curtis Metcalf (Dakotaverse),Good Characters,Brown Eyes,Black Hair,Male Characters,DC
Brik (New Earth),Good Characters,White Eyes,,Female Characters,DC
Adrian Chase (New Earth),,Blue Eyes,Blond Hair,Male Characters,DC
Java (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,DC
Horace Canfield (New Earth),Good Characters,,,Male Characters,DC
Captain Harding (New Earth),Good Characters,,Brown Hair,Male Characters,DC
Helena Sandsmark (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,DC
Sarah Charles (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,DC
Tomar-Re (New Earth),Good Characters,Red Eyes,,Male Characters,DC
"Richard Flag, Jr. (New Earth)",Good Characters,Blue Eyes,Brown Hair,Male Characters,DC
Nathaniel Heywood (New Earth),Good Characters,Green Eyes,Red Hair,Male Characters,DC
Hugh Dawkins (New Earth),Good Characters,White Eyes,Blond Hair,Male Characters,DC
Matthew Cable (New Earth),,,Black Hair,Male Characters,DC
Starro (New Earth),Bad Characters,Black Eyes,,Male Characters,DC
Topo (New Earth),Good Characters,,,Male Characters,DC
Winslow Schott (New Earth),Bad Characters,Blue Eyes,,Male Characters,DC
Ultra-Humanite (New Earth),,Red Eyes,White Hair,Male Characters,DC
Neron (New Earth),Bad Characters,White Eyes,Blond Hair,Male Characters,DC
Victor Zsasz (New Earth),Bad Characters,Blue Eyes,Blond Hair,Male Characters,DC
Kay Challis (New Earth),Good Characters,Blue Eyes,Black Hair,Female Characters,DC
Roland Desmond (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,DC
Carl Sands (New Earth),Bad Characters,Brown Eyes,Black Hair,Male Characters,DC
Dane Dorrance (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,DC
Flying Cloud (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,DC
"Peter Merkel, Jr. (New Earth)",Bad Characters,Grey Eyes,Red Hair,Male Characters,DC
Garryn Bek (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,DC
Jose Delgado (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,DC
Mogo (New Earth),Good Characters,,,Male Characters,DC
Cain (New Earth),Bad Characters,Black Eyes,Brown Hair,Male Characters,DC
Steven Trevor (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,DC
Edgar Cizko (New Earth),Bad Characters,Blue Eyes,Black Hair,Male Characters,DC
Louise Lincoln (New Earth),Bad Characters,Blue Eyes,Blue Hair,Female Characters,DC
Brian Savage (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Thomas Oscar Morrow (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,DC
Amazo (New Earth),Bad Characters,Red Eyes,,Male Characters,DC
Kingsley Faraday (New Earth),Good Characters,Blue Eyes,White Hair,Male Characters,DC
Clifford Zmeck (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,DC
Nabu (New Earth),Good Characters,Blue Eyes,White Hair,Male Characters,DC
Bleez (New Earth),Neutral Characters,Blue Eyes,Black Hair,Female Characters,DC
Hannu (New Earth),Good Characters,White Eyes,,Male Characters,DC
Catherine Cobert (New Earth),Good Characters,Blue Eyes,Black Hair,Female Characters,DC
Harry Stein (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,DC
Adeline Kane (New Earth),Neutral Characters,Green Eyes,Brown Hair,Female Characters,DC
Green Man (New Earth),,Red Eyes,,Male Characters,DC
Tara Markov (New Earth),Bad Characters,Blue Eyes,Blond Hair,Female Characters,DC
Shakira (New Earth),Good Characters,,Black Hair,Female Characters,DC
Tara Morgan (New Earth),Good Characters,,Brown Hair,Female Characters,DC
Isaac Bowin (New Earth),,Blue Eyes,,Male Characters,DC
Hop Harrigan (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,DC
Sonia Sato (New Earth),Good Characters,,Black Hair,Female Characters,DC
Vath Sarn (New Earth),Good Characters,Black Eyes,Black Hair,Male Characters,DC
Mercy Graves (New Earth),Bad Characters,Blue Eyes,Blond Hair,Female Characters,DC
Arnold Munro (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Bibbo Bibbowski (New Earth),Good Characters,Grey Eyes,Grey Hair,Male Characters,DC
Jebediah of Canaan (New Earth),Good Characters,Blue Eyes,White Hair,Male Characters,DC
Lawrence Bolatinsky (New Earth),Bad Characters,Blue Eyes,Black Hair,Male Characters,DC
Lydea Mallor (New Earth),Good Characters,Blue Eyes,Black Hair,Female Characters,DC
Tana Moon (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,DC
Maxine Baker (New Earth),Good Characters,Green Eyes,Red Hair,Female Characters,DC
Frances Kane (New Earth),,Blue Eyes,Purple Hair,Female Characters,DC
Jason Bard (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,DC
Krona (New Earth),Bad Characters,Green Eyes,White Hair,Male Characters,DC
Daniel Dunbar (New Earth),Good Characters,Blue Eyes,Red Hair,Male Characters,DC
Scandal Savage (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,DC
Mackenzie Bock (New Earth),Good Characters,Brown Eyes,,Male Characters,DC
Jeremiah Arkham (New Earth),Bad Characters,,,Male Characters,DC
Amon Hakk (New Earth),Good Characters,,Black Hair,Male Characters,DC
Garv (New Earth),Good Characters,Blue Eyes,,Male Characters,DC
Karen Lou Faulkner (New Earth),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,DC
Albert Desmond (New Earth),,Green Eyes,Red Hair,Male Characters,DC
Kent V. Nelson (New Earth),Good Characters,Brown Eyes,Blond Hair,Male Characters,DC
Janos Prohaska (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Edward Fyers (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,DC
Mister Mxyzptlk (New Earth),Neutral Characters,Black Eyes,White Hair,Male Characters,DC
Jor-El (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Yolanda Montez (New Earth),Good Characters,Brown Eyes,Reddish Brown Hair,Female Characters,DC
William Randolph Wintergreen (New Earth),Neutral Characters,,White Hair,Male Characters,DC
William Hand (New Earth),Bad Characters,Brown Eyes,Black Hair,Male Characters,DC
Molly Mayne (New Earth),Good Characters,Green Eyes,Red Hair,Female Characters,DC
Scribbly Jibbet (New Earth),Good Characters,,Black Hair,Male Characters,DC
Amy Winston (New Earth),Good Characters,Violet Eyes,Blond Hair,Female Characters,DC
Charis-Nar (New Earth),Good Characters,Black Eyes,,Male Characters,DC
Pooch (New Earth),Good Characters,,White Hair,Male Characters,DC
Tex (New Earth),Good Characters,,Red Hair,Male Characters,DC
Clifford DeVoe (New Earth),Bad Characters,,Black Hair,Male Characters,DC
Klarion Bleak (New Earth),Neutral Characters,Black Eyes,Black Hair,Male Characters,DC
Mark Merlin (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,DC
Garfield Lynns (New Earth),Bad Characters,Blue Eyes,White Hair,Male Characters,DC
David Reid (New Earth),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,DC
Nanaue (New Earth),Bad Characters,Black Eyes,,Male Characters,DC
Emil LaSalle (New Earth),Bad Characters,Brown Eyes,Black Hair,Male Characters,DC
Clifford Carmichael (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,DC
"Henry Heywood, Sr. (New Earth)",,Blue Eyes,Black Hair,Male Characters,DC
Morgaine le Fey (New Earth),Bad Characters,Black Eyes,Black Hair,Female Characters,DC
Francine Lee (New Earth),Good Characters,Brown Eyes,,Female Characters,DC
Per Degaton (New Earth),Bad Characters,Red Eyes,Red Hair,Male Characters,DC
Roxanne Leech (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,DC
Paco Ramone (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,DC
Bette Sans Souci (New Earth),Bad Characters,Blue Eyes,Red Hair,Female Characters,DC
Chaselon (New Earth),,White Eyes,Black Hair,Male Characters,DC
Martha Roberts (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,DC
Ferrin Colos (New Earth),Good Characters,White Eyes,,Male Characters,DC
Angela Hawkins III (New Earth),Bad Characters,Green Eyes,Black Hair,Female Characters,DC
Pren (New Earth),Good Characters,Blue Eyes,Red Hair,Male Characters,DC
Simon Jones (New Earth),Bad Characters,White Eyes,,Male Characters,DC
Arthur Brown (New Earth),Bad Characters,Blue Eyes,Blond Hair,Male Characters,DC
Richard Starr (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Paula Brooks (New Earth),,Green Eyes,Black Hair,Female Characters,DC
Langford Terrill (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,DC
Ryan Kendall (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Death (New Earth),Neutral Characters,Black Eyes,Black Hair,Female Characters,DC
Cameron Mahkent (New Earth),Bad Characters,Blue Eyes,White Hair,Male Characters,DC
Irwin Schwab (New Earth),Good Characters,Green Eyes,,Male Characters,DC
Trigon (New Earth),Bad Characters,Red Eyes,Red Hair,Male Characters,DC
James Rook (New Earth),Good Characters,Green Eyes,Brown Hair,Male Characters,DC
Tula (New Earth),,Blue Eyes,Brown Hair,Female Characters,DC
Chemo (New Earth),Bad Characters,,,,DC
Roscoe Dillon (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,DC
Ronald Reagan (New Earth),Good Characters,,Black Hair,Male Characters,DC
Jonathan Gabrielli I (New Earth),Good Characters,Black Eyes,Black Hair,Male Characters,DC
Anita Fite (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,DC
Arak Red-Hand (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,DC
Anthony Ivo (New Earth),Bad Characters,,Black Hair,Male Characters,DC
Anthony Rodriguez I (New Earth),Good Characters,Black Eyes,Brown Hair,Male Characters,DC
Paul Kirk II (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,DC
Thomas Thompkins I (New Earth),Good Characters,,Brown Hair,Male Characters,DC
Hera (New Earth),Neutral Characters,Blue Eyes,Red Hair,Female Characters,DC
Graf Toren (New Earth),Good Characters,,,Male Characters,DC
Baby Wildebeest (New Earth),Good Characters,White Eyes,Black Hair,Male Characters,DC
Jennifer Morgan (New Earth),Good Characters,,Brown Hair,Female Characters,DC
Troy Stewart (Pre-Zero Hour),Good Characters,Black Eyes,Black Hair,Male Characters,DC
Patrick MacGuire I (New Earth),Good Characters,,Red Hair,Male Characters,DC
Atrocitus (New Earth),Neutral Characters,Yellow Eyes,,Male Characters,DC
Sebastian Faust (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Voz (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,DC
Stanley Kitch (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,DC
Henry Heywood III (New Earth),Good Characters,Blue Eyes,Red Hair,Male Characters,DC
Yera Allon (Pre-Zero Hour),Good Characters,Purple Eyes,Purple Hair,Female Characters,DC
Mongul I (New Earth),Bad Characters,Red Eyes,,Male Characters,DC
Anton Arcane (New Earth),Bad Characters,Black Eyes,White Hair,Male Characters,DC
Randu Singh (New Earth),Good Characters,,Black Hair,Male Characters,DC
Stel (New Earth),Good Characters,Photocellular Eyes,,Male Characters,DC
Judy Walton (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,DC
Nicholas Walton (New Earth),Good Characters,,Blond Hair,Male Characters,DC
Johnny Peril (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,DC
Shift (New Earth),Good Characters,Black Eyes,,Male Characters,DC
Michael Akins (New Earth),Neutral Characters,Brown Eyes,Black Hair,Male Characters,DC
Natt Walls (New Earth),Neutral Characters,Brown Eyes,Black Hair,Male Characters,DC
Carol Bucklen (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,DC
Jared Stevens (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,DC
Satanus (New Earth),Bad Characters,Red Eyes,Black Hair,Male Characters,DC
Danny the Street (New Earth),Good Characters,,,Male Characters,DC
Alice Spencer (New Earth),Good Characters,,White Hair,Female Characters,DC
Big Bear (New Earth),Good Characters,Green Eyes,Red Hair,Male Characters,DC
Merlyn (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,DC
"Arthur Curry, Jr. (New Earth)",Neutral Characters,Blue Eyes,Blond Hair,Male Characters,DC
Jennifer Pierce (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,DC
Knockout (New Earth),Bad Characters,Blue Eyes,Red Hair,Female Characters,DC
Clifford Baker (New Earth),,Green Eyes,Red Hair,Male Characters,DC
Daniel Chase (New Earth),Good Characters,Green Eyes,Red Hair,Male Characters,DC
Danton Black (New Earth),Bad Characters,Blue Eyes,Black Hair,Male Characters,DC
Kanjar Ro (New Earth),Bad Characters,Yellow Eyes,,Male Characters,DC
Lori Zechlin (New Earth),Neutral Characters,Blue Eyes,Black Hair,Female Characters,DC
Cody Driscoll (New Earth),Good Characters,Green Eyes,Blond Hair,Male Characters,DC
Helena Kosmatos (New Earth),Good Characters,Red Eyes,Blond Hair,Female Characters,DC
Kalista (New Earth),Good Characters,White Eyes,Purple Hair,Female Characters,DC
Beautiful Dreamer (New Earth),Good Characters,Blue Eyes,Black Hair,Female Characters,DC
Biff Bailey (New Earth),Good Characters,,Red Hair,Male Characters,DC
James Craddock (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,DC
Franklin Delano Roosevelt (New Earth),Good Characters,,Grey Hair,Male Characters,DC
Arkillo (New Earth),Bad Characters,Black Eyes,,Male Characters,DC
Katherine Kane (New Earth),Good Characters,Green Eyes,Red Hair,Female Characters,DC
Rex Leech (New Earth),Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,DC
Jayne Payton (New Earth),Neutral Characters,,Red Hair,Female Characters,DC
"Artemis, Goddess of the Hunt (New Earth)",Neutral Characters,Blue Eyes,Red Hair,Female Characters,DC
Andrew Bennett (New Earth),Good Characters,Red Eyes,Black Hair,Male Characters,DC
